Código_individuo;Latitud_Grados_decimales;Longitud_Grados_decimales;Especie;Sexo;Sitio;Sustrato;Posición_arte;AÑO;Fecha_del_lance;Profundidad_max_(m);LT_(cm);LD_(cm);AD_(rayas)_/_Lprecaudal__o_LS_(tiburones)_cm;Long_Int_clasper_(cm);Calcif._Clasper_(NC-PC-CA);Semen_(Si-No);Peso_total_(g);Phig_(g);Pgon_(g);Pev_(g);Estadío
210715Nent09;24.39302;-110.33887;Narcine entemedor;Macho;Las Navajas;Arena;Fondo;2015;20-jul-15;35;55;25;24;10;CA;Si;1600;57;17;1350;Adulto
210715Nent10;24.39302;-110.33887;Narcine entemedor;Macho;Las Navajas;Arena;Fondo;2015;20-jul-15;35;54.7;;24;10;;Si;;41;13;1200;Adulto
210715Rgle02;24.39302;-110.33887;Rhinobatos glaucostigma;Hembra;Las Navajas;Arena;Fondo;2015;20-jul-15;35;66;26;22;;;;860;46;93;610;Preñada
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;45;71;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;55.3;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;70.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;47;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;75.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;67.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;64.7;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;73;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;69.6;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;75.6;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;70.2;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;64.3;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;74.4;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;73.3;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;66;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;74;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;68.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;64.2;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;72.7;;;;;;;;Juvenil
Sin código-viva-liberada;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;71;;;;;;;;Juvenil
220715Myliobatis spp;24.50157;-110.31644;Myliobatis californica;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;107;34;57;8;PC;No;;89;;;Juvenil
220715Dlon01;24.50157;-110.31644;Dasyatis longa;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;83;33;40;;;;1670;92;16;1450;Juvenil
220715Ddip01;24.50157;-110.31644;Dasyatis dipterura;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;97;53;57;16;CA;Si;7890;244;129;7100;Adulto
220715Dlon02;24.50157;-110.31644;Dasyatis longa;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;89;32.5;39.4;3.5;NC;No;1530;94;;1510;Juvenil
220715Ddip02;24.50157;-110.31644;Dasyatis dipterura;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;101;49.2;53.5;;;;6900;380;66;6200;Juvenil
220715Dlon03;24.50157;-110.31644;Dasyatis longa;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;144;59;70;;;;10400;530;;9400;Juvenil
220715Dlon04;24.50157;-110.31644;Dasyatis longa;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;180;76;87;13;PC;No;20232;860;259;18321;Adulto
220715Rste01;24.50157;-110.31644;Rhinoptera stendachneri;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;82;40.3;67;7;;Si;4600;269;89;3890;Juvenil
220715Rste02;24.50157;-110.31644;Rhinoptera stendachneri;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;62;40;64;7;PC;No;4180;255;;3500;Juvenil
220715Rste03;24.50157;-110.31644;Rhinoptera stendachneri;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;70.7;40.8;69;5;PC;No;4600;242;;3950;Juvenil
220715Rste04;24.50157;-110.31644;Rhinoptera stendachneri;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;77;43;72;7;PC;No;5600;614;89;4800;Juvenil
220715Rste05;24.50157;-110.31644;Rhinoptera stendachneri;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;94.5;43.5;70;;;;5700;400;75;4820;Juvenil
220715Rste06;24.50157;-110.31644;Rhinoptera stendachneri;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;79;38;66;7;PC;No;4100;195;70;3600;Juvenil
220715Rste07;24.50157;-110.31644;Rhinoptera stendachneri;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;81;42;70;8;CA;Si;5400;364;;4600;Adulto
220715Rste08;24.50157;-110.31644;Rhinoptera stendachneri;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;79.5;41;66.4;7;PC;No;4240;214;53;3680;Juvenil
220715Urob sp1;24.50157;-110.31644;Urobatis halleri;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;39.5;20.5;20;;;;460;;;;No definido
220715Urob sp2;24.50157;-110.31644;Urobatis halleri;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;44.5;25.5;25;6.5;PC;No;980;;;;Adulto
220715Ddip03;24.50157;-110.31644;Dasyatis dipterura;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;76;38;43;;;;3600;174;32;3300;Juvenil
220715Ddip04;24.50157;-110.31644;Dasyatis dipterura;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;83;41.5;46;14;CA;Si;3880;144;66;3400;Adulto
220715Ddip05;24.50157;-110.31644;Dasyatis dipterura;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;88;39;46;10;CA;Si;5000;195;96;4380;Adulto
220715Ddip06;24.50157;-110.31644;Dasyatis dipterura;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;72.5;34.7;39.3;4.5;NC;No;2510;163;31;2140;Juvenil
220715Ddip07;24.50157;-110.31644;Dasyatis dipterura;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;87;44;47;12;CA;Si;5500;198;107;5000;Adulto
220715Nent01;24.50157;-110.31644;Narcine entemedor;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;60;28;30;;;;2410;113;72;2060;Adulto
220715Nent02;24.50157;-110.31644;Narcine entemedor;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;81;32;37;;;;5180;126;517;4200;Preñada
220715Nent03;24.50157;-110.31644;Narcine entemedor;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;66;31;31.5;;;;2830;118;83;2480;Adulto
220715Nent04;24.50157;-110.31644;Narcine entemedor;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;52;24.5;23.5;10;CA;Si;1460;60;18;1300;Adulto
220715Nent05;24.50157;-110.31644;Narcine entemedor;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;65;27;29;;;;2700;132;73;2350;Adulto
220715Nent06;24.50157;-110.31644;Narcine entemedor;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;47;21.5;21;9;CA;Si;1010;41;14;890;Adulto
220715Nent07;24.50157;-110.31644;Narcine entemedor;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;48.5;22;22;9;CA;Si;1300;44;9;1100;Adulto
220715Urob sp3;24.50157;-110.31644;Urobatis maculatus;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;33.4;19.5;19;5.2;CA;Si;350;;;;Adulto
220715Rgle01;24.50157;-110.31644;Rhinobatos glaucostigma;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;72;31;26;;;;1286;48;106;;Adulto
220715Mun01;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;64;45;70;;;;3820;;;;Juvenil
220715Mun02;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;42;66;;;;;;;;Juvenil
220715Mun03;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;42;67.5;5.5;;;;;;;Juvenil
220715Mun04;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;43;69;1.5;NC;No;3400;;;;Juvenil
220715Mun05;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;48;73;;;;4400;;;;Juvenil
220715Mun06;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;82;45;75;;;;4300;;;;Juvenil
220715Mun07;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;43;69;3;NC;No;3300;;;;Juvenil
220715Mun08;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;40.5;63.5;4;NC;No;2700;;;;Juvenil
220715Mun09;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;45;69;;;;3400;;;;Juvenil
220715Mun10;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;49.4;68.5;4;NC;No;3500;;;;Juvenil
220715Mun11;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;47;68;4;NC;No;3700;;;;Juvenil
220715Mun12;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;44;70;4.5;NC;No;3700;;;;Juvenil
220715Mun13;24.50157;-110.31644;Mobula munkiana;Hembra;La Cuevita;Arena;Fondo;2015;21-jul-15;11;90;53;86;;;;6300;;;;Juvenil
220715Mun14;24.50157;-110.31644;Mobula munkiana;Indeterminado;La Cuevita;Arena;Fondo;2015;21-jul-15;11;;;72.8;;;;;;;;Juvenil
220715Mun15;24.50157;-110.31644;Mobula munkiana;Macho;La Cuevita;Arena;Fondo;2015;21-jul-15;11;76;44;74;4;NC;No;4600;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;73;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;68.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;68;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;65.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;42;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;73;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;69;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;50.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;61.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;49;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;70;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;68.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;45.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;70;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;77;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;69;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;68;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;62.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;53;;;;;;;;Juvenil
Sin código-viva-liberada;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;;48;;;;;;;;Juvenil
230715Mmun01;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;29;45;3.5;NC;No;980;58;;780;Juvenil
230715Mmun02;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;62;48;72;;;;4600;;;4200;Juvenil
230715Nent01;24.44111;-110.30997;Narcine entemedor;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;53.5;23;24.5;10.5;CA;si;1400;34;17;1180;Adulto
230715Mmun03;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;71;43;67;3.5;NC;No;3580;114;53;3170;Juvenil
230715Mmun04;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;64;47;70.5;;;;4700;259;;3900;Juvenil
230715Mmun05;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;34.5;54;;;;1670;136;;1390;Juvenil
230715Mmun06;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;83;44;78;3.5;NC;No;4300;125;;4100;Juvenil
230715Mmun07;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;33.5;53;;;;1470;107;;1190;Juvenil
230715Mmun08;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;51;33;56;;;;1800;112;21;1600;Juvenil
230715Mmun09;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;32.5;51.5;3.5;NC;No;1390;65;;1230;Juvenil
230715Mmun10;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;67;37;60;;;;2400;85;;2050;Juvenil
230715Mmun11;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;47;72;4;NC;No;4900;240;;4300;Juvenil
230715Mmun12;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;35.5;56;3.6;NC;No;2250;123;;1940;Juvenil
230715Mmun13;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;42;66;3;NC;No;3600;152;;3100;Juvenil
230715Mmun14;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;43.5;69;;;;3900;201;;3290;Juvenil
230715Mmun15;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;43.5;66;;;;3300;123;;2950;Juvenil
230715Mmun16;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;;31;48;;;;1310;65;;1150;Juvenil
230715Mmun17;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;45.5;72;4;NC;No;4000;195;;3550;Juvenil
230715Mmun18;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;60;33;54;2.5;NC;No;1800;102;;1500;Juvenil
230715Mmun19;24.44111;-110.30997;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;58.5;38.5;59.5;;;;2430;108;;2300;Juvenil
230715Mmun20;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;42;67;;;;3100;122;;2900;Juvenil
230715Mmun21;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;43;69;5.5;NC;No;;143;;3300;Juvenil
-230715Nent02;24.44111;-110.30997;Narcine entemedor;Hembra;El Morrito;Arena;Fondo;2015;22-jul-15;6;71;29.5;34.5;;;;3900;104;560;3000;Preñada
230715Mmun22;24.44111;-110.30997;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;22-jul-15;6;;16.5;73;5.2;NC;No;4600;223;;4180;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;70;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;72.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;64.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;68;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;75;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;70;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;66.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;66;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;64;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;61;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;67;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;74;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;66;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;65.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;69;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;68;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;76;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;70;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;72.5;;;;;;;;Juvenil
Sin código-viva-liberada;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;;65;;;;;;;;Juvenil
240715Mmun01;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;62.5;42.4;64.5;4.5;NC;No;3220;141;59;2900;Juvenil
240715Mmun02;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;70;46;76;4;NC;No;4300;173;52;3800;Juvenil
240715Mmun03;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;41;65;;;;3200;122;64;2600;Juvenil
240715Mmun04;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;45;70.6;;;;3930;176;54;3460;Juvenil
240715Mmun05;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;45;70;4.5;NC;No;3800;126;47;2400;Juvenil
240715Mmun06;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;47;72;;;;4760;248;68;4140;Juvenil
240715Mmun07;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;48;71;;;;4500;202;;3900;Juvenil
240715Mmun08;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;45.3;70.5;;;;3600;148;;3150;Juvenil
240715Mmun09;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;44;68;3;NC;No;3800;164;;3300;Juvenil
240715Mmun10;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;45.5;69.5;;;;3830;160;63;3460;Juvenil
240715Mmun11;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;49;64;;;;2600;220;;2100;Juvenil
240715Mmun12;24.43123;-110.29831;Mobula munkiana;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;;41;63.5;;;;2980;127;;2900;Juvenil
240715Mmun13;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;48;75;4.5;NC;No;4800;242;;4300;Juvenil
-240715Nent01;24.43123;-110.29831;Narcine entemedor;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;71.5;32;34.5;;;;3650;116;459;2880;Preñada
240715Mmun14;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;60;44;70;3.5;NC;No;3300;140;;3000;Juvenil
240715Nent02;24.43123;-110.29831;Narcine entemedor;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;61.5;27.5;30.5;;;;2700;98;109;2350;Adulto
240715Mmun15;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;41;64;3.5;NC;No;2800;111;;2500;Juvenil
240715-Nent03;24.43123;-110.29831;Narcine entemedor;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;54;23;24;10;CA;si;1600;69;27;1500;Adulto
240715-Nent04;24.43123;-110.29831;Narcine entemedor;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;59.9;28;29.5;;;;2580;110;69;2270;Adulto
240715-Nent05;24.43123;-110.29831;Narcine entemedor;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;53;22;23;10;CA;si;1300;35;15;1100;Adulto
240715Nent06;24.43123;-110.29831;Narcine entemedor;Hembra;El Morrito;Arena;Fondo;2015;23-jul-15;21;59.5;28;29.5;;;;;75;19;2030;Juvenil
240715Mmun16;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;43;68;3.5;NC;No;3400;141;;3100;Juvenil
240715Nent07;24.43123;-110.29831;Narcine entemedor;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;57.5;25.5;26.5;11;CA;si;2130;59;;;Adulto
240715Mmun17;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;44.5;71;4.5;NC;No;4140;;;;Juvenil
240715Mmun18;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;42;66;4.5;NC;No;3480;171;;3000;Juvenil
240715Mmun19;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;44;69;4;NC;No;3300;124;;3000;Juvenil
240715Mmun20;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;43;67;3.5;NC;No;3750;202;;3200;Juvenil
240715Mmun21;24.43123;-110.29831;Mobula munkiana;Macho;El Morrito;Arena;Fondo;2015;23-jul-15;21;;42.5;66;4;NC;No;3100;109;;2600;Juvenil
